Job Title,Company,Location,Work Type,Study Requirement,Experience,Skill,Salary,Link
Supervisor,PT Maha Sentral Sejati Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Photo & Video Editing,N/A,https://glints.com/id/opportunities/jobs/supervisor/819ba8cc-7c80-43b0-8cba-d85241aa05ac?utm_referrer=explore
Admin Kredit Koperasi,PT. Wira Yudha Anggaraksa,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales Marketing,N/A,https://glints.com/id/opportunities/jobs/admin-kredit-koperasi/eac54e9e-ba8f-4ff9-8871-04b87d6a4f7a?utm_referrer=explore
Admin Payment,PT. Wira Yudha Anggaraksa,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Target Oriented,N/A,https://glints.com/id/opportunities/jobs/admin-payment/87e64c01-51bc-4718-bd95-e6fb34d06e79?utm_referrer=explore
Accounting,PT. Wira Yudha Anggaraksa,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan,N/A,https://glints.com/id/opportunities/jobs/accounting/105874da-d8ca-4d0b-92f3-6f17134477a0?utm_referrer=explore
Host Live Streaming,Beautyverse Group,"Kapanewon Ngaglik, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan,N/A,https://glints.com/id/opportunities/jobs/host-live-streaming/1092ba89-b7e9-4a84-97d3-b2c9bbaa0a49?utm_referrer=explore
Admin,PT. Wira Yudha Anggaraksa,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Akuntansi,N/A,https://glints.com/id/opportunities/jobs/admin/89f5a9b2-cf73-4340-b794-0d810fb26e72?utm_referrer=explore
Teller Koperasi,PT. Wira Yudha Anggaraksa,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Berkomunikasi Dengan Baik,N/A,https://glints.com/id/opportunities/jobs/teller-koperasi/e445407f-b56f-4086-8846-8eecc17b769c?utm_referrer=explore
Packer,Kimora Jewelry,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,host live streaming,N/A,https://glints.com/id/opportunities/jobs/packer/f4d8cdb7-207d-4a16-9dfb-69b659543252?utm_referrer=explore
Tenaga Cuci Mobil,SOCLEAN,"Prajurit Kulon, Mojokerto, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Microsoft Office,N/A,https://glints.com/id/opportunities/jobs/tenaga-cuci-mobil/20b79abd-a49f-4253-ae6d-5acf94a38015?utm_referrer=explore
Supervisor,PT. Artha Kreasi Utama,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan,N/A,https://glints.com/id/opportunities/jobs/supervisor/85215a8c-a6b1-4c84-ae6a-a17e2cc39310?utm_referrer=explore
Staff Telemarketing,PT. Anugerah Tama Sejati,"Pabean Cantikan, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Teliti Dan Cekatan,N/A,https://glints.com/id/opportunities/jobs/staff-telemarketing/029a1857-0dbc-435f-a4fc-a7adf043802f?utm_referrer=explore
Account Executive (AE) MyRepublic,TPM GROUP (PT TRIMITRA PUTRA MANDIRI),"Marpoyan Damai, Pekanbaru, Riau, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Niat bekerja,N/A,https://glints.com/id/opportunities/jobs/account-executive-ae-myrepublic/6e43067f-8411-443c-b564-f40214746afe?utm_referrer=explore
Account Executive and Partnership,Pt Yipu Teknologi Alami,"Kapanewon Banguntapan, Bantul, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Jujur Dan Pekerja Keras,N/A,https://glints.com/id/opportunities/jobs/account-executive-and-partnership/9d60ecc7-a670-4c0b-a0f6-f9dec3601e29?utm_referrer=explore
Admin Gudang,Radja Vapor,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Leadership,N/A,https://glints.com/id/opportunities/jobs/admin-gudang/6e4a720b-845d-4a22-9b3f-612e0065bd1c?utm_referrer=explore
Sales Promotion Girl (SPG),Radja Vapor,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Ms Excel,N/A,https://glints.com/id/opportunities/jobs/sales-promotion-girl-spg/fdfac9f4-0492-4fa4-a869-98a30f1ed0b0?utm_referrer=explore
Sales Promotor Zyrex,PT Kami Mitra Indonesia,"Arcamanik, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan,N/A,https://glints.com/id/opportunities/jobs/sales-promotor-zyrex/7118a8bd-cea7-4d15-ac6d-5bd0531bc550?utm_referrer=explore
Greater,PT Milenia Perdana Laksana,"Tambun Selatan, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Melayani Pelanggan,N/A,https://glints.com/id/opportunities/jobs/greater/d6a14bfe-b4d4-44aa-b2cc-bea9c08d19e0?utm_referrer=explore
Port Control,PT Milenia Perdana Laksana,"Tambun Selatan, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Dapat Bekerja Individu Maupun Tim,N/A,https://glints.com/id/opportunities/jobs/port-control/a1b886b2-14a4-46bf-a19b-7effcb53f3ae?utm_referrer=explore
Creative Design Intern,Atourin,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Aktif Sosmed,N/A,https://glints.com/id/opportunities/jobs/creative-design-intern/c238470c-3d3e-40ff-8d99-a880de2f82de?utm_referrer=explore
Marketing Executive,PT. Mentari Maju Mandiri,"Kenjeran, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Disiplin Dan Jujur,N/A,https://glints.com/id/opportunities/jobs/marketing-executive/a5791193-7d9c-427b-8a5b-212aa831628e?utm_referrer=explore
Technical Service,PT. Mentari Maju Mandiri,"Kenjeran, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Aktif Sosmed,N/A,https://glints.com/id/opportunities/jobs/technical-service/f0ee5f5b-4fa3-4ab8-aa7d-28ab26cbac0a?utm_referrer=explore
Marketing Executive,PT. Mentari Maju Mandiri,"Kenjeran, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Percaya Diri,N/A,https://glints.com/id/opportunities/jobs/marketing-executive/230348f2-7a19-4795-bcf2-c8db65780f6d?utm_referrer=explore
Technical Service,PT. Mentari Maju Mandiri,"Kenjeran, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales Marketing,N/A,https://glints.com/id/opportunities/jobs/technical-service/d8cb54f9-30fb-42ad-b2be-3f4ad580a2af?utm_referrer=explore
Therapist Homecare,Muslimah Spa Indonesia,"Sawangan, Depok, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,GREATER & WAITRESS,N/A,https://glints.com/id/opportunities/jobs/therapist-homecare/c9dd8962-e35b-4093-9584-97602a6147a6?utm_referrer=explore
Therapist Homecare,Muslimah Spa Indonesia,"Sawangan, Depok, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Healthcare,"Rp1,6jt-Rp2jt",https://glints.com/id/opportunities/jobs/therapist-homecare/c9dd8962-e35b-4093-9584-97602a6147a6?utm_referrer=explore
Konsultan Perjalanan,PT. Mitra Langkah Buana,"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Terapis,"Rp2,5jt-Rp3,2jt",https://glints.com/id/opportunities/jobs/konsultan-perjalanan/7488a946-b109-4772-bff1-8a38e7524b7a?utm_referrer=explore
Editor Content Creator,the social linked,"Tangerang, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Penjualan Dan Pemasaran,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/editor-content-creator/8d8f923d-2cdf-4a67-a4f5-641aa8dd595f?utm_referrer=explore
Marketing for Interior & Architecture,Comvi Design Studio,"Serpong, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Photo & Video Editing,Rp8jt-Rp15jt,https://glints.com/id/opportunities/jobs/marketing-for-interior-and-architecture/066c3f82-edca-4b2f-80fa-bc463312a2d1?utm_referrer=explore
Theraphist Nail,Cega Lash Bar,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Marketing,"Rp2jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/theraphist-nail/8161db53-37dc-414e-9a4b-a9287bc340cf?utm_referrer=explore
Offline Chinese Tutor,Chinese Grow,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Social Media,"Rp4,2jt-Rp4,4jt",https://glints.com/id/opportunities/jobs/offline-chinese-tutor/29938e39-d666-41c1-be0f-0c5abe5995bf?utm_referrer=explore
Business Development,PT. Gaweku Human Technology,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Beautician,N/A,https://glints.com/id/opportunities/jobs/business-development/f896850d-6e9f-4035-912b-e8d0b9c371a9?utm_referrer=explore
Learning Operation Intern (Hybrid Jogja),Arkademi,"Kapanewon Depok, Sleman, DI Yogyakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Nail Art,N/A,https://glints.com/id/opportunities/jobs/learning-operation-intern-hybrid-jogja/0afe89ab-bfb8-4433-aebf-45a3f6a030fb?utm_referrer=explore
Staff Kedai Smoothie,PT Sinar Makeke Retailindo,"Samarinda Kota, Samarinda, Kalimantan Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Able To Communicate In English,N/A,https://glints.com/id/opportunities/jobs/staff-kedai-smoothie/ecf8fcba-ff31-42fe-a25e-d1b7b09324c2?utm_referrer=explore
Junior Barista,Notis Koffie Bali,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Client Relations,N/A,https://glints.com/id/opportunities/jobs/junior-barista/a52f197a-5669-4bf4-a0ae-660ac1ca521f?utm_referrer=explore
Mentor/Fasilitator,Grow Bareng,"Kemayoran, Jakarta Pusat, DKI Jakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Academic Writing,N/A,https://glints.com/id/opportunities/jobs/mentor-fasilitator/a2310c7e-10fc-4939-a003-34f28d21b238?utm_referrer=explore
FOOD QUALITY - TRAINEE,The Tunjung Boutique Resort,"Mengwi, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mengoprasikan Komputer,N/A,https://glints.com/id/opportunities/jobs/food-quality-trainee/ad80beb4-a310-4d86-a57e-453ffcc3e4f5?utm_referrer=explore
F&B PRODUCT - TRAINEE,The Tunjung Boutique Resort,"Mengwi, Badung, Bali, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Barista skill,N/A,https://glints.com/id/opportunities/jobs/f-and-b-product-trainee/0907298f-5c62-47d9-8fe5-8f4d9e995f9f?utm_referrer=explore
F&B SERVICE TRAINEE,The Tunjung Boutique Resort,"Mengwi, Badung, Bali, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Junior Barista,N/A,https://glints.com/id/opportunities/jobs/f-and-b-service-trainee/39c5f7d3-4ac5-412d-b8fe-547549b40623?utm_referrer=explore
Telemarketing,FIFGROUP CABANG KUTA,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mentor,N/A,https://glints.com/id/opportunities/jobs/telemarketing/8c6dd0e6-9edd-4cb0-ab5e-dd79b45bc2f9?utm_referrer=explore
Housekeeping (Trainee),The Tunjung Boutique Resort,"Mengwi, Badung, Bali, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Fasilitator,N/A,https://glints.com/id/opportunities/jobs/housekeeping-trainee/ba740634-0560-4aef-9101-60eaa44e0cef?utm_referrer=explore
Sales Freeleance,FIFGROUP CABANG KUTA,"Kuta, Badung, Bali, Indonesia",Paruh Waktu,Minimal SMA/SMK,Kurang dari setahun,Food Quality,N/A,https://glints.com/id/opportunities/jobs/sales-freeleance/a1ffa22b-beb5-403e-9d50-a7b5a065bf92?utm_referrer=explore
Sales Force,FIFGROUP CABANG KUTA,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Food and Beverage,N/A,https://glints.com/id/opportunities/jobs/sales-force/1af5b493-80e1-4796-a8a9-80d7f118766e?utm_referrer=explore
Pramuniaga,PT BALI PAWIWAHAN (Coco Group) ,"Kuta Selatan, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Hardworking,N/A,https://glints.com/id/opportunities/jobs/pramuniaga/5847d368-e202-46a6-a5a4-5dce41e8fcc7?utm_referrer=explore
Consultant Sales,PT. Ren Ai Indonesia (Sinshe Ren Ai),"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Food and Beverage,N/A,https://glints.com/id/opportunities/jobs/consultant-sales/e3c4a797-087b-4f1a-a2e9-c8507d9e9546?utm_referrer=explore
Supervisor Store,JAENS SPA,"Gianyar, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Hardworking,N/A,https://glints.com/id/opportunities/jobs/supervisor-store/20327496-91b0-404c-a0a4-89e51f07c3da?utm_referrer=explore
Aesthetic Doctor,Vorta Beauty Clinic,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Food Service,N/A,https://glints.com/id/opportunities/jobs/aesthetic-doctor/cee1f7b8-a649-472f-b13e-5b3d3318cd2c?utm_referrer=explore
Video Content Creator (Dakterliving),PT Kilapkan Seluruh Bangsa,"Lowokwaru, Malang, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Aktif Sosmed,N/A,https://glints.com/id/opportunities/jobs/video-content-creator-dakterliving/99368440-193e-455c-b926-560a8a549dca?utm_referrer=explore
PEREMPUAN (CLEANING SERVIS-RIYADH-ARAB SAUDI,PT Millenium Muda Mandiri,"Pancoran, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SD,Kurang dari setahun,Telemarketing,N/A,https://glints.com/id/opportunities/jobs/perempuan-cleaning-servis-riyadh-arab-saudi/85277047-e319-4a03-a126-573da3fbd1ee?utm_referrer=explore
Host Live Streaming,GrosirAja,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Housekeeping Room Attendant,N/A,https://glints.com/id/opportunities/jobs/host-live-streaming/8731ab00-28a9-4283-877c-8dd2dcf785af?utm_referrer=explore
Operator Digitalisasi Project BTN Cimaho,PT Tata Bisnis Solusi,"Cimahi Tengah, Cimahi, Jawa Barat, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,Aktif Sosmed,N/A,https://glints.com/id/opportunities/jobs/operator-digitalisasi-project-btn-cimaho/0e57d88c-31e8-41cb-adee-4e7107438eb6?utm_referrer=explore
SALES FURNITURE - DKI JAKARTA,Mitracomm Ekasarana (Head Office Jakarta),"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Motivasi Yang Tinggi,N/A,https://glints.com/id/opportunities/jobs/sales-furniture-dki-jakarta/1390f881-22d6-4850-aacb-d1171e44877f?utm_referrer=explore
Heavy Equipment Mechanic (Tanjung Priok Jakarta),PT. Salam Pacific Indonesia Lines,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,aktif media sosial,N/A,https://glints.com/id/opportunities/jobs/heavy-equipment-mechanic-tanjung-priok-jakarta/eabca032-db8e-4eb4-9518-a001b8890403?utm_referrer=explore
Perawat/Tenaga Kesehatan,Cv. Dunia Sehat Sentosa Indonesia,"Tulungagung, Tulungagung, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Komputerisasi,N/A,https://glints.com/id/opportunities/jobs/perawat-tenaga-kesehatan/bcdd90d2-04d2-49c3-a213-cc79a55b9983?utm_referrer=explore
Sales Executive,Spesialis Packaging,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mampu Berkomunikasi Dengan Bahasa Indonesia Dan Bahasa Inggris Dengan Baik,N/A,https://glints.com/id/opportunities/jobs/sales-executive/2f6b6f53-41a7-4717-b770-e51ab5f354ce?utm_referrer=explore
Housekeeping Department (Trainee),Hotel Neo Denpasar,"Denpasar Barat, Denpasar, Bali, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Housekeeping,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/housekeeping-department-trainee/fd3a77f9-459d-44e1-a57a-c6c37ecd186c?utm_referrer=explore
F&B Service Department (Trainee),Hotel Neo Denpasar,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Housekeeping Trainee,"Rp2,5jt",https://glints.com/id/opportunities/jobs/f-and-b-service-department-trainee/9718d1c6-5bdc-4fd8-992a-ed6b5b8c6136?utm_referrer=explore
F&B Product Department (Trainee),Hotel Neo Denpasar,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Food And Beverage Service,Rp1jt-Rp1jt,https://glints.com/id/opportunities/jobs/f-and-b-product-department-trainee/c474f344-4eba-40f2-92ad-a64dca2dda3d?utm_referrer=explore
Recruitment Intern (Bali Based),Djoin,"Denpasar Barat, Denpasar, Bali, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Food and Beverage,"Rp1jt-Rp1,5jt",https://glints.com/id/opportunities/jobs/recruitment-intern-bali-based/6a4d8505-d0ec-469c-b401-09ac54d8a67f?utm_referrer=explore
Sales Admin Intern (Bali Based),Djoin,"Denpasar Barat, Denpasar, Bali, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Microsoft Office,"Rp2,5jt-Rp6jt",https://glints.com/id/opportunities/jobs/sales-admin-intern-bali-based/16ec438e-6625-4b6f-a451-0d745b33a4d2?utm_referrer=explore
Guru TK dan SD,PT Edukasi Cerdas Logika,"Bojongloa Kidul, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Microsoft Office,N/A,https://glints.com/id/opportunities/jobs/guru-tk-dan-sd/33120ada-e269-42df-9c5f-09312ca0bd00?utm_referrer=explore
SPG Toko Kue,Bava Bakery,"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Guru SD,N/A,https://glints.com/id/opportunities/jobs/spg-toko-kue/a55a71ce-5219-40f0-af86-5ca493206404?utm_referrer=explore
Sales Executive,PT Saba Indomedika Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Guru matematika,N/A,https://glints.com/id/opportunities/jobs/sales-executive/f15d720c-d428-41ce-b497-72d17dfbc04a?utm_referrer=explore
Talent Tiktok,The Everest Project,"Kapanewon Gamping, Sleman, DI Yogyakarta, Indonesia",Paruh Waktu,Minimal SMA/SMK,Kurang dari setahun,Good Communication Skills,N/A,https://glints.com/id/opportunities/jobs/talent-tiktok/06c64e86-f51b-4269-93b4-30afad916bb2?utm_referrer=explore
Marketing Staff,Skyeats,"Pancoran, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Fluent In English Both Oral And Written,N/A,https://glints.com/id/opportunities/jobs/marketing-staff/8091999f-d693-4385-8d19-3cb93595fea6?utm_referrer=explore
Waiters,Cozzy Bali,"Kuta Selatan, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Social Media,N/A,https://glints.com/id/opportunities/jobs/waiters/99426885-40f4-4ab6-a1f1-91de87bc8863?utm_referrer=explore
Kasir,Cozzy Bali,"Kuta Selatan, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Communication Skills,N/A,https://glints.com/id/opportunities/jobs/kasir/5c535c7e-f926-4117-9cb9-eebebf6d4c5a?utm_referrer=explore
Junior Advertiser,Vherkudara Eyewear,"Kemantren Gondokusuman, Yogyakarta, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Sales Marketing,N/A,https://glints.com/id/opportunities/jobs/junior-advertiser/5e4e5e7d-8111-43ed-a2b8-646dff522ea1?utm_referrer=explore
Host Live Tiktok,Bali Paper Ink,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Restaurant Waitress,N/A,https://glints.com/id/opportunities/jobs/host-live-tiktok/95bdd03d-bdf9-4bc6-8b14-c585e2b6ceeb?utm_referrer=explore
Crew Store,Bali Paper Ink,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,kasir,N/A,https://glints.com/id/opportunities/jobs/crew-store/bf729611-646a-498a-8799-39c6b4fa8ac7?utm_referrer=explore
Marketing Property,MIRALAND,"Kuta Selatan, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Kasir,N/A,https://glints.com/id/opportunities/jobs/marketing-property/476cc255-0407-461c-905c-7d74a1bff051?utm_referrer=explore
Sampler,PT INTI SURYA LABORATORIUM,"Cisauk, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Social Media Advertising,N/A,https://glints.com/id/opportunities/jobs/sampler/1b5108f3-b3d5-473d-9927-b1e462534bf1?utm_referrer=explore
Sales,PT INTI SURYA LABORATORIUM,"Cisauk, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Host Live Steam,N/A,https://glints.com/id/opportunities/jobs/sales/401cee6c-9595-407b-b03a-c6bc14cadb5c?utm_referrer=explore
Pramusaji,Dadar Beredar Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Crew Member,N/A,https://glints.com/id/opportunities/jobs/pramusaji/7c137a71-24c7-401c-8b61-6ae45e06dde0?utm_referrer=explore
Kasir,Dadar Beredar Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Crew outlet,N/A,https://glints.com/id/opportunities/jobs/kasir/d2481930-14d6-4ec8-a773-9ee913b3b940?utm_referrer=explore
Customer Service,Mr. BOB Kampung Inggris,"Pare, Kediri, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Disiplin Dan Jujur,N/A,https://glints.com/id/opportunities/jobs/customer-service/21a214b6-2d44-4e6d-bbe6-1652f6ed5c01?utm_referrer=explore
IT Developer Internship,PT Nusantara Sukses Teknologi (Nusatek.id),"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Mampu bekerja sama secara tim,N/A,https://glints.com/id/opportunities/jobs/it-developer-internship/7e5dd4c5-069f-407d-b5ec-c2e5577242b2?utm_referrer=explore
Clinical Psychology Internship,Brain Optimax,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Kemampuan Negosiasi,N/A,https://glints.com/id/opportunities/jobs/clinical-psychology-internship/f73561cc-d299-44a6-9ace-814b4f7605db?utm_referrer=explore
Intern Business Development Executive,Brain Optimax,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,pelayan/waiter,N/A,https://glints.com/id/opportunities/jobs/intern-business-development-executive/814854ff-e50e-4806-856a-42f1dd07c94a?utm_referrer=explore
Guru les coding first Purwokerto,Bridge Note Indonesia,"Purwokerto Timur, Banyumas, Jawa Tengah, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,pramusaji/waitress,N/A,https://glints.com/id/opportunities/jobs/guru-les-coding-first-purwokerto/134e2ecf-1df6-44bb-94e4-126598a48840?utm_referrer=explore
Business Operations Manager Coding First Purwokerto,Bridge Note Indonesia,"Purwokerto Timur, Banyumas, Jawa Tengah, Indonesia",Penuh Waktu,Minimal SD,Kurang dari setahun,Cashier,N/A,https://glints.com/id/opportunities/jobs/business-operations-manager-coding-first-purwokerto/7ec770f9-8120-4265-8d3e-eeec60253afa?utm_referrer=explore
Apoteker Pendamping (Assistant Pharmacist),Promedika Mitra Utama,"Samarinda Ulu, Samarinda, Kalimantan Timur, Indonesia",Kontrak,Minimal Diploma (D1 - D4),Kurang dari setahun,Berkomunikasi Dengan Baik,N/A,https://glints.com/id/opportunities/jobs/apoteker-pendamping-assistant-pharmacist/d1b96fc7-5ce6-413b-b09a-48171b6dd3a4?utm_referrer=explore
Branch Relation Officer,PT Manu ,"Kapanewon Depok, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Good Problem Solving Skills,N/A,https://glints.com/id/opportunities/jobs/branch-relation-officer/468de997-a349-452f-a738-749f11f9fa4b?utm_referrer=explore
Mechanical Foreman,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Fast Learner,N/A,https://glints.com/id/opportunities/jobs/mechanical-foreman/ba479427-18f9-4555-a903-f114a5a8d450?utm_referrer=explore
Mechanical Crew,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Detailed Oriented,N/A,https://glints.com/id/opportunities/jobs/mechanical-crew/485f7ad9-dffd-4843-b08a-8ea0588862b5?utm_referrer=explore
Electrical Foreman,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Electrical Foreman,Rp4jt-Rp6jt,https://glints.com/id/opportunities/jobs/electrical-foreman/7f2a02f4-0354-4dd1-a52a-5fbd162e4257?utm_referrer=explore
